PREGUNTA,Parte,Dificultad,OPCION_CORRECTA,TEXTO,Discriminacion,_,__
John saw his friend ___________ on the test.,2.0,0.2337185449,N,c) to cheating,1.0,0.0,0.0
John saw his friend ___________ on the test.,2.0,0.2337185449,N,b) to cheat,1.0,0.0,0.0
John saw his friend ___________ on the test.,2.0,0.2337185449,S,a) cheating,1.0,0.0,0.0
 Jonathan ________ a pilot.,1.0,1.268337019,S,b)is,1.0,0.0,0.0
 Jonathan ________ a pilot.,1.0,1.268337019,N,a)are<br>,1.0,0.0,0.0
 Jonathan ________ a pilot.,1.0,1.268337019,N,c)were<br>,1.0,0.0,0.0
"Judging by his accent, he ___________ be French.",2.0,0.11697894310000001,N,c) ought not to,1.0,0.0,0.0
"Judging by his accent, he ___________ be French.",2.0,0.11697894310000001,N,b) doesn&#146;t have to,1.0,0.0,0.0
"Judging by his accent, he ___________ be French.",2.0,0.11697894310000001,S,a) must,1.0,0.0,0.0
"Karl ______________the assignment, but he postponed writing it for a week.",2.0,-2.152179565,N,b) intended to doing,1.0,0.0,0.0
"Karl ______________the assignment, but he postponed writing it for a week.",2.0,-2.152179565,N,c) intended that I do,1.0,0.0,0.0
"Karl ______________the assignment, but he postponed writing it for a week.",2.0,-2.152179565,S,a) intended to do,1.0,0.0,0.0
Laura _____________cookies for us when we were kids.,2.0,0.4399314719,N,a) has baked,1.0,0.0,0.0
Laura _____________cookies for us when we were kids.,2.0,0.4399314719,N,b) was baking,1.0,0.0,0.0
Laura _____________cookies for us when we were kids.,2.0,0.4399314719,S,c) used to bake,1.0,0.0,0.0
"Laura has never ________ Japanese food, but she has ________ to Japan twice.",2.0,0.5953053739,N,c) ate was,1.0,0.0,0.0
"Laura has never ________ Japanese food, but she has ________ to Japan twice.",2.0,0.5953053739,S,b) eaten been,1.0,0.0,0.0
"Laura has never ________ Japanese food, but she has ________ to Japan twice.",2.0,0.5953053739,N,a) eat be,1.0,0.0,0.0
Listen to those people. What language ____________?,1.0,-0.9851448998000001,S,b) are they speaking,1.0,0.0,0.0
Listen to those people. What language ____________?,1.0,-0.9851448998000001,N,c) they are speaking,1.0,0.0,0.0
Listen to those people. What language ____________?,1.0,-0.9851448998000001,N,a) are speaking they,1.0,0.0,0.0
Look at those photographers! They ________________ pictures of all the people.,1.0,-2.604374892,N,c) is taking,1.0,0.0,0.0
Look at those photographers! They ________________ pictures of all the people.,1.0,-2.604374892,S,b) are taking,1.0,0.0,0.0
Look at those photographers! They ________________ pictures of all the people.,1.0,-2.604374892,N,a) take,1.0,0.0,0.0
Look! It&#146;s raining and Professor Johnson is all wet. He __________ forgotten his umbrella again!,3.0,0.3351329992,S,c) must&#146;ve,1.0,0.0,0.0
Look! It&#146;s raining and Professor Johnson is all wet. He __________ forgotten his umbrella again!,3.0,0.3351329992,N,b) could&#146;ve,1.0,0.0,0.0
Look! It&#146;s raining and Professor Johnson is all wet. He __________ forgotten his umbrella again!,3.0,0.3351329992,N,a) should&#146;ve,1.0,0.0,0.0
Madeleine ________ a Porsche if she won the lottery.,2.0,3.09765438,N,c) bought,1.0,0.0,0.0
Madeleine ________ a Porsche if she won the lottery.,2.0,3.09765438,S,b) would buy,1.0,0.0,0.0
Madeleine ________ a Porsche if she won the lottery.,2.0,3.09765438,N,a) will buy<br>,1.0,0.0,0.0
_______________ many tigers left in the world.,1.0,-2.450772105,N,c) It doesn't have,1.0,0.0,0.0
_______________ many tigers left in the world.,1.0,-2.450772105,S,b) There aren't,1.0,0.0,0.0
_______________ many tigers left in the world.,1.0,-2.450772105,N,a) They aren't,1.0,0.0,0.0
"Mary, I won&#146;t get paid until next week. ",2.0,3.1350842780000003,N,a) May you lend me some money?,1.0,0.0,0.0
"Mary, I won&#146;t get paid until next week. ",2.0,3.1350842780000003,S,b) Could you lend me some money?,1.0,0.0,0.0
"Mary, I won&#146;t get paid until next week. ",2.0,3.1350842780000003,N,c) Do you lend me some money?,1.0,0.0,0.0
Mary says she _________________.,1.0,-1.8406083569999998,S,a) is going to visit us soon,1.0,0.0,0.0
Mary says she _________________.,1.0,-1.8406083569999998,N,c) visiting us soon,1.0,0.0,0.0
Mary says she _________________.,1.0,-1.8406083569999998,N,b) visits us soon,1.0,0.0,0.0
"Matt and Sarah have some difficulties in their relationship, so they _____________ to a marriage counselor lately.",2.0,3.29583688,N,c) go,1.0,0.0,0.0
"Matt and Sarah have some difficulties in their relationship, so they _____________ to a marriage counselor lately.",2.0,3.29583688,S,b) have been going,1.0,0.0,0.0
"Matt and Sarah have some difficulties in their relationship, so they _____________ to a marriage counselor lately.",2.0,3.29583688,N,a) have gone,1.0,0.0,0.0
"Melissa ____________ her job, but now she is talking about retirement.",2.0,-0.7002651893,S,c) has been thinking of quitting,1.0,0.0,0.0
"Melissa ____________ her job, but now she is talking about retirement.",2.0,-0.7002651893,N,b) will always enjoy,1.0,0.0,0.0
"Melissa ____________ her job, but now she is talking about retirement.",2.0,-0.7002651893,N,a) has just retired from,1.0,0.0,0.0
Mike _____________ before I left. ,1.0,-0.03501737615,S,c) got up,1.0,0.0,0.0
Mike _____________ before I left. ,1.0,-0.03501737615,N,b) is getting up,1.0,0.0,0.0
Mike _____________ before I left. ,1.0,-0.03501737615,N,a) gets up,1.0,0.0,0.0
_______________. Mine is being repaired.,2.0,-0.1679500624,S,"b) Please, could I borrow your car until tomorrow?",1.0,0.0,0.0
_______________. Mine is being repaired.,2.0,-0.1679500624,N,"c) Please, will I borrow your car until tomorrow?",1.0,0.0,0.0
_______________. Mine is being repaired.,2.0,-0.1679500624,N,"a) Please, would I borrow your car until tomorrow?",1.0,0.0,0.0
_______________ much information available on this issue.<br><br>,1.0,5.588265347,S,c) There isn't,1.0,0.0,0.0
_______________ much information available on this issue.<br><br>,1.0,5.588265347,N,b) There aren't,1.0,0.0,0.0
_______________ much information available on this issue.<br><br>,1.0,5.588265347,N,a) It isn't,1.0,0.0,0.0
My auntie Harriet is _______________ a mule.,2.0,-0.8819676357999999,S,c) as stubborn as ,1.0,0.0,0.0
My auntie Harriet is _______________ a mule.,2.0,-0.8819676357999999,N,b) stubborn how,1.0,0.0,0.0
My auntie Harriet is _______________ a mule.,2.0,-0.8819676357999999,N,a) stubborn,1.0,0.0,0.0
My parents have always ________ in Malibu. They have never  ________.,2.0,-3.16426231,S,c) lived moved,1.0,0.0,0.0
My parents have always ________ in Malibu. They have never  ________.,2.0,-3.16426231,N,b) living moving,1.0,0.0,0.0
My parents have always ________ in Malibu. They have never  ________.,2.0,-3.16426231,N,a) live move,1.0,0.0,0.0
Nancy ______________ her presentation while Billy _______ his class project.,2.0,0.7481567839,N,a) prepared / finished,1.0,0.0,0.0
Nancy ______________ her presentation while Billy _______ his class project.,2.0,0.7481567839,N,c) were prepared /were finished,1.0,0.0,0.0
Nancy ______________ her presentation while Billy _______ his class project.,2.0,0.7481567839,S,b) was preparing/ was finishing,1.0,0.0,0.0
"Next time you visit Cartagena, ___________________",1.0,2.118779001,S,c) you should go to Rosario Islands,1.0,0.0,0.0
"Next time you visit Cartagena, ___________________",1.0,2.118779001,N,b) you should going to Rosario Islands,1.0,0.0,0.0
"Next time you visit Cartagena, ___________________",1.0,2.118779001,N,a) you should to go to Rosario Islands,1.0,0.0,0.0
"Oh, Anna isn&#146;t at home!_____________",2.0,3.3315957139999997,N,"c) Can you to leave a message for her, please?",1.0,0.0,0.0
"Oh, Anna isn&#146;t at home!_____________",2.0,3.3315957139999997,S,"a) Could you leave a message for her, please?",1.0,0.0,0.0
"Oh, Anna isn&#146;t at home!_____________",2.0,3.3315957139999997,N,"b) Are you leaving a message for her, please?",1.0,0.0,0.0
Oh no! It ________________ and I don´t have my umbrella.,1.0,-3.025421942,S,c) is raining,1.0,0.0,0.0
Oh no! It ________________ and I don´t have my umbrella.,1.0,-3.025421942,N,b) raining,1.0,0.0,0.0
Oh no! It ________________ and I don´t have my umbrella.,1.0,-3.025421942,N,a) rain,1.0,0.0,0.0
_______________ only one way to solve this problem.,1.0,2.2532433530000002,N,c) Are there,1.0,0.0,0.0
_______________ only one way to solve this problem.,1.0,2.2532433530000002,N,b) It is,1.0,0.0,0.0
_______________ only one way to solve this problem.,1.0,2.2532433530000002,S,a) There is,1.0,0.0,0.0
"On the list, there were several young athletes_________________________.",3.0,1.992352493,N,c) with whom are regarded as excellent prospects for next year&#146;s team.,1.0,0.0,0.0
"On the list, there were several young athletes_________________________.",3.0,1.992352493,N,b) which are regarded as excellent prospects for next year&#146;s team.,1.0,0.0,0.0
"On the list, there were several young athletes_________________________.",3.0,1.992352493,S,a) who are regarded as excellent prospects for next year&#146;s team.,1.0,0.0,0.0
Pepe Hernández _____________ in Cuenca from 1992 to 1995. ,1.0,-1.280216235,N,a) lives,1.0,0.0,0.0
Pepe Hernández _____________ in Cuenca from 1992 to 1995. ,1.0,-1.280216235,N,b) is living,1.0,0.0,0.0
Pepe Hernández _____________ in Cuenca from 1992 to 1995. ,1.0,-1.280216235,S,c) lived,1.0,0.0,0.0
Phil felt thirsty _____ he had finished the race.,3.0,-2.197224586,N,a) however,1.0,0.0,0.0
Phil felt thirsty _____ he had finished the race.,3.0,-2.197224586,S,b) once,1.0,0.0,0.0
Phil felt thirsty _____ he had finished the race.,3.0,-2.197224586,N,c) furthermore,1.0,0.0,0.0
Planes is one of the most popular movies for children. It  __________ at Cinemark.,1.0,-1.7867389930000002,N,c) playing now  ,1.0,0.0,0.0
Planes is one of the most popular movies for children. It  __________ at Cinemark.,1.0,-1.7867389930000002,S,a) is now playing,1.0,0.0,0.0
Planes is one of the most popular movies for children. It  __________ at Cinemark.,1.0,-1.7867389930000002,N,b) now is playing,1.0,0.0,0.0
"Predictably, the students ______________.",3.0,0.6566373677,N,c) did best were not the ones who stayed up all night studying. ,1.0,0.0,0.0
"Predictably, the students ______________.",3.0,0.6566373677,N,b) which did best were not the ones who stayed up all night studying.,1.0,0.0,0.0
"Predictably, the students ______________.",3.0,0.6566373677,S,a) who did best were not the ones who stayed up all night studying. ,1.0,0.0,0.0
Richard_____________ at the company if he really wants to keep his job.,1.0,-0.7244242833,N,c) would talking to those people,1.0,0.0,0.0
Richard_____________ at the company if he really wants to keep his job.,1.0,-0.7244242833,N,b) should to talk to those people,1.0,0.0,0.0
Richard_____________ at the company if he really wants to keep his job.,1.0,-0.7244242833,S,a) should talk to those people,1.0,0.0,0.0
"Robert: Have you ever been to Paris?<br>Lucy: No, but ________ next year with my parents.<br>",1.0,3.3056309010000002,N,c) I go,1.0,0.0,0.0
"Robert: Have you ever been to Paris?<br>Lucy: No, but ________ next year with my parents.<br>",1.0,3.3056309010000002,S,b) I&#146;m going,1.0,0.0,0.0
"Robert: Have you ever been to Paris?<br>Lucy: No, but ________ next year with my parents.<br>",1.0,3.3056309010000002,N,a) I&#146;ll gone,1.0,0.0,0.0
Sam ________________________  I was upset.,3.0,-3.160414578,N,b. ask if,1.0,0.0,0.0
Sam ________________________  I was upset.,3.0,-3.160414578,S,c. asked me whether,1.0,0.0,0.0
Sam ________________________  I was upset.,3.0,-3.160414578,N,a. wanted to know that,1.0,0.0,0.0
"Samuel has never ________ the metro, a bus or a car. He has always ________ his horse wherever he goes.",2.0,-3.839281562,S,c) taken ridden,1.0,0.0,0.0
"Samuel has never ________ the metro, a bus or a car. He has always ________ his horse wherever he goes.",2.0,-3.839281562,N,b) took rode,1.0,0.0,0.0
"Samuel has never ________ the metro, a bus or a car. He has always ________ his horse wherever he goes.",2.0,-3.839281562,N,a) take ride,1.0,0.0,0.0
She __________ been here yesterday. John told me he saw her at the bar.,3.0,4.276741674,S,c) couldn&#146;t have,1.0,0.0,0.0
She __________ been here yesterday. John told me he saw her at the bar.,3.0,4.276741674,N,b) could&#146;ve,1.0,0.0,0.0
She __________ been here yesterday. John told me he saw her at the bar.,3.0,4.276741674,N,a) could,1.0,0.0,0.0
She can&#146;t _____________ hiking because she&#146;s sick.,1.0,-1.564421099,N,c) to go,1.0,0.0,0.0
She can&#146;t _____________ hiking because she&#146;s sick.,1.0,-1.564421099,N,b) goes,1.0,0.0,0.0
She can&#146;t _____________ hiking because she&#146;s sick.,1.0,-1.564421099,S,a) go,1.0,0.0,0.0
She wanted to buy a scarf _______ .<br>,3.0,-1.772655954,N,c) that it would complement her blue eyes.,1.0,0.0,0.0
She wanted to buy a scarf _______ .<br>,3.0,-1.772655954,S,b) which would complement her blue eyes.,1.0,0.0,0.0
She wanted to buy a scarf _______ .<br>,3.0,-1.772655954,N,a) complement her blue eyes.,1.0,0.0,0.0
Sofia didn&#146;t _____________ anything for breakfast this morning.,1.0,-2.5859398380000003,N,c) eats,1.0,0.0,0.0
Sofia didn&#146;t _____________ anything for breakfast this morning.,1.0,-2.5859398380000003,S,b) eat,1.0,0.0,0.0
Sofia didn&#146;t _____________ anything for breakfast this morning.,1.0,-2.5859398380000003,N,a) ate,1.0,0.0,0.0
The answers ________.,3.0,1.7134158419999999,S,c) you can find in the back of the book are sometimes incorrect.,1.0,0.0,0.0
The answers ________.,3.0,1.7134158419999999,N,"b) which you can find them in the back of the book, are sometimes incorrect.",1.0,0.0,0.0
The answers ________.,3.0,1.7134158419999999,N,"a) who you can find in the back of the book, are sometimes incorrect.",1.0,0.0,0.0
The au-pair _____________________  to strangers.,3.0,-0.7072652895,N,b. told to me to take care,1.0,0.0,0.0
The au-pair _____________________  to strangers.,3.0,-0.7072652895,N,a. said me to chat,1.0,0.0,0.0
The au-pair _____________________  to strangers.,3.0,-0.7072652895,S,c. told me not to talk ,1.0,0.0,0.0
The chairman of News International said that in New Orleans ________ bad information came from bloggers.,3.0,2.7403836339999996,N,c) several,1.0,0.0,0.0
The chairman of News International said that in New Orleans ________ bad information came from bloggers.,3.0,2.7403836339999996,N,b) none,1.0,0.0,0.0
The chairman of News International said that in New Orleans ________ bad information came from bloggers.,3.0,2.7403836339999996,S,a) a lot of,1.0,0.0,0.0
"________ the evidence is detailed, conclusive, and corroborated by multiple sources.",3.0,1.13450291,N,c) Many of,1.0,0.0,0.0
"________ the evidence is detailed, conclusive, and corroborated by multiple sources.",3.0,1.13450291,S,b) Much of,1.0,0.0,0.0
"________ the evidence is detailed, conclusive, and corroborated by multiple sources.",3.0,1.13450291,N,a) A little,1.0,0.0,0.0
The flight attendant __________________ fasten our safety belts.,3.0,3.6823598580000003,N,c. told to us,1.0,0.0,0.0
The flight attendant __________________ fasten our safety belts.,3.0,3.6823598580000003,S,b. asked us to,1.0,0.0,0.0
The flight attendant __________________ fasten our safety belts.,3.0,3.6823598580000003,N,a. asked us,1.0,0.0,0.0
The food in Japan is expensive. It ___ a lot to live there.<br><br>,1.0,0.6680635161999999,N,a) cost,1.0,0.0,0.0
The food in Japan is expensive. It ___ a lot to live there.<br><br>,1.0,0.6680635161999999,S,c) costs,1.0,0.0,0.0
The food in Japan is expensive. It ___ a lot to live there.<br><br>,1.0,0.6680635161999999,N,b) to cost,1.0,0.0,0.0
Their job is great because they ___ a lot of people.<br><br>,1.0,1.4658584069999998,N,c) meets,1.0,0.0,0.0
Their job is great because they ___ a lot of people.<br><br>,1.0,1.4658584069999998,N,b) to meet,1.0,0.0,0.0
Their job is great because they ___ a lot of people.<br><br>,1.0,1.4658584069999998,S,a) meet,1.0,0.0,0.0
"The kids didn&#146;t study. _____, they failed the course.",3.0,-1.201456731,S,a) Therefore,1.0,0.0,0.0
"The kids didn&#146;t study. _____, they failed the course.",3.0,-1.201456731,N,b) Nonetheless,1.0,0.0,0.0
"The kids didn&#146;t study. _____, they failed the course.",3.0,-1.201456731,N,c) Otherwise,1.0,0.0,0.0
The mail carrier told us _____________ looking for the address for a long time.,3.0,2.050619798,S,c. he had been,1.0,0.0,0.0
